Failure Analysis Date,"Start Date
00:00:00","End Date
00:00:00",Analyzed by,SPOC Single Point of Contact,FWU Error Code,Server Serial No,From Bundle Version,Target Bundle Version,iLO version,Server Model,iSUT version,COM4VC version,"Upgrade type sequence (BMC, SUT, UEFI, Reset, Wait)","Failed Component details(Filename -> Component name -> From version -> To version)",Analysis details,Update Type,"Customer retry suceeded",Defect ID,Next action item,Product,Sub category,Broad Category (FWE-102),Region,Customer Name/Application Customer ID/Workspace ID
12/8/2025,12/7/2025,12/8/2025,Prince,Ambika,FWE-110,P19879-B21+CZ23150DJ2,,,iLO 5 v2.78,ProLiant XL220n Gen10 Plus,,,,,"Job ID
843a870b-91d5-4e62-9c93-bd032c406ff7

Failed component type - A,B, C, D
Also mention - Exception / Killed
Observations from Retry
     - Pre-retry observations
     - Post-retry observations
AHS Log observations
If Type D - Static iSUT logs observations
      - Reset happened or not
OS and its version
If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not
COM observations
     - Job step name and number
     - Error code / message

2025-12-07 02:56:07.845
StateChangeReason: {'message_id': 'FWE-110'} Error:: JobErrorException : No response received from server ""

zinc response:
zinc.application_services.socket_service:1030 ws consumer exited for device:P19879-B21+CZ23150DJ2 socket_key:ODM2NUM3QzlGMjBBQkQzRQ== exception:(<CloseCode.ABNORMAL_CLOSURE: 1006>, '') connected_at:2025-12-07T07:18:54.381181 disconnected_at:2025-12-08T04:27:11.256481""
",,,CCSE-115940,,,systems/1 request before update failing,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/8/2025,12/6/2025,12/8/2025,Prince,Ambika,FWE-110,P19879-B21+CZ231409B7,,,iLO 5 v2.78,,,,,,"70122777-a698-46d2-bef2-1044cb4cc824

12/19: Map the defect
defect mapped. CCSE-115940",,,CCSE-115940,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/8/2025,12/6/2025,12/8/2025,Prince,Ambika,FWE-102,P52534-B21+CZ24150CCF,,,iLO 6 v1.72,ProLiant DL380 Gen11,5.3.0.0,,"Bmc, SUT, Eufi, Bmc","HPE_NS204i_Gen10p_Gen11_1.2.14.1022_A.fwpkg->Firmware Package - HPE Gen12 Boot Controller NS204i-u, HPE Gen1->","Job ID
b7af2100-b304-498b-98df-d8517fe9c4d5
Failed component type - A,B, C, D
Type A, no reset task in the sequence.

Also mention - Exception / Killed
Observations from Retry
     - Pre-retry observations
     - Post-retry observations
AHS Log observations
If Type D - Static iSUT logs observations
      - Reset happened or not
OS and its version
If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not
COM observations
     - Job step name and number
     - Error code / message
[Step FirmwareUpdateGetBundleReport]:2557 STEP ERROR: Firmware update failed for 1/8 components for device: P52534-B21+CZ24150CCF at step 71 ErrorCode:FWE-102 Failed Component List:['HPE_NS204i_Gen10p_Gen11_1.2.14.1022_A.fwpkg']

Same as #985. Different server. Same customer.
Map the defect

12/8: Defect mapped. CSFE-90534",Offline,,CSFE-90534,,,,,ccprodeuc1,"7aeda26cd41311efa02a823de0aae9f5
GEVES"
12/8/2025,12/5/2025,12/8/2025,Prince,Ambika,FWE-102 ,S0V50A+CZ240708C0,,SPP 2025.09.00.00 (30 Sep 2025),iLO 6 v1.70,ProLiant DL380 Gen11,6.0.0.0,,"BMC,SUT,Reset",CP067472.zip->Intel FW for VMware->'1.3755.0' to '1.3815.0',"Job ID
de213867-0597-481f-bb13-d416b786f159

Failed component type - A,B, C, D
Also mention - Exception / Killed
Observations from Retry
     - Pre-retry observations
     - Post-retry observations

In the attempt1 SUT itself and all the SUT updateable components got killed.
In attempt2 the the SUT updateable components got completed.
AHS Log observations
If Type D - Static iSUT logs observations
      - Reset happened or not
OS and its version
If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not
COM observations
     - Job step name and number
     - Error code / message
2025-12-05 13:42:37.505
[Step FirmwareUpdateGetBundleReport]:2557 STEP ERROR: Firmware update failed for 1/9 components for device: S0V50A+CZ240708C0 at step 60 ErrorCode:FWE-102 Failed Component List:['CP067472.zip']

12/8: Check if the issue is same as the known one.  Else raise a defect on the Intel component.
12/10: Raise a defect on Component.
12/12: Waiting for SUT logs for Intel FW for VMware from CZJ2350SJ5.",Online,,,,,,,ccprodeuc1,"021df59683b011ec8958827d7f6d5b26
HPE Internal HPECC_Magneto_Aquila madhav.pai@hpe.com"
12/8/2025,12/5/2025,12/8/2025,Prince,Ambika,FWE-108,P55244-B21+2M224900DM,,,iLO 5 v3.16,ProLiant DL380 Gen10 Plus,,,,,"Job ID
052cee8a-129b-4244-8c36-e19f1e0e6bbb

2025-12-05 19:26:59.402
[Step FirmwareUpdateMonitorStatus]:1475 response received for device {'error': {'code': 'iLO.0.10.ExtendedInfo', 'message': 'See @Message.ExtendedInfo for more information.', '@Message.ExtendedInfo': [{'MessageId': 'iLO.2.25.BundleUpdateComponentDownloadFailed', 'MessageArgs': ['HPE_MR416i-a_Gen10P_52.32.3-633', 'InternalError']}]}}

iLO Version
iLO 5 v3.16

Connectivty Check results if supported version
AHS Log analysis
     - Error code
     - Partial download or all components download failed
No AHS available.

Observations from Retry
     - Pre-retry observations
     - Post-retry observations
Check known issue exists or not

Retry of #928 and #923. Waiting for AHS.
",,,,,,,,ccprodeuc1,"021df59683b011ec8958827d7f6d5b26
HPE Internal HPECC_Magneto_Aquila madhav.pai@hpe.com"
12/8/2025,12/6/2025,12/8/2025,Sharath,Ambika,FWE-110 ,P19879-B21+CZ23140968,,"""bundle_id"": ""5c9d728c047745298cdc2a19b031a4cc""",iLO 5 v2.78,CZUD3K02TJ,,,,,"2b1bbbf5-0254-4144-b3e8-414c56d415a6
FirmwareUpdateGetSystemsData beginning retry 29/30  
 Exception occurred while executing FirmwareUpdate.New job  {'message_id': 'FWE-110'} Error:: JobErrorException : No response received from server

""installset_id"": null, 
""Sut"": {}
""HostOS"": {}

AHS Analysis:
AHS shows repeated entries of below errors:

Informational,1397,6363,0x4C,RDE Data,0x01,RDE Msg, ,Engineering, ,12/06/2025 05:11:59,[RDE_GEN_MON_TASK] RDE can not move to READY state. mctp_status[0x0] mctp_state[0x4cf] host pwr state [1]
Informational,1397,6374,0x4C,RDE Data,0x01,RDE Msg, ,Engineering, ,12/06/2025 05:12:10,[RDE_GEN_MON_TASK] event_mon_status: 0x1
Informational,1397,6376,0x38,PMCI Data,0x13,PMCI Error Msg, ,Engineering, ,12/06/2025 05:12:10,PCIe VDM Routing Table (Binary):
Caution,1397,6379,0x38,PMCI Data,0x13,PMCI Error Msg, ,Engineering, ,12/06/2025 05:12:10,src/pmci_mctp.c(4008): [14:64] i2c_mctp_transact returned i2c_rc: (42) MCTP timeout
Caution,1397,6381,0x38,PMCI Data,0x13,PMCI Error Msg, ,Engineering, ,12/06/2025 05:12:10,src/pmci_mctp.c(4008): [14:64] i2c_mctp_transact returned i2c_rc: (42) MCTP timeout
Caution,1397,6386,0x38,PMCI Data,0x13,PMCI Error Msg, ,Engineering, ,12/06/2025 05:12:10,src/pmci_mctp.c(4008): [14:64] i2c_mctp_transact returned i2c_rc: (42) MCTP timeout
Critical,1397,6390,0x38,PMCI Data,0x13,PMCI Error Msg, ,Engineering, ,12/06/2025 05:12:10,src/pmci_mctp.c(14820): [14:64] EID 7A failed to configure correctly!
",,No,,,,systems/1 request before update failing,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/8/2025,12/7/2025,12/8/2025,Sharath,Ambika,FWE-110,P46252-B21+CZUD3K02TJ,,"""bundle_id"": ""2172ff9f81b9426c8eef76b507eda722""",iLO 6 1.71,Alletra Storage Server 4120,6.3.0.0,No,BMC,"HPE_MR416i-p_Gen11_52.32.3-6333_A.fwpkg  from version 52.32.3-6118 to 52.32.3-6118
SC_U58_ME_06.01.04.204.0.fwpkg from version 6.1.4.47.0 to 06.01.04.204
ilo6_171.fwpkg from version 1.69 Jun 17 2025 to 1.71","21348f89-00ab-46dc-8f44-9b264a063d6e

OS: ""Microsoft Windows Server 2022 Standard

644 GetFirmwareInventory beginning retry 9/10
server. StateChangeReason: {'message_id': 'FWE-110'} Error:: JobErrorException : Unexpected response received after all retries 

{'message_id': 'PFWE-000', 'message_args': ['\n\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\n']} Error:: JobErrorException : PFWE-000 

Device disovery is completed : 'DeviceDiscoveryComplete': {'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': True},

GetBundleUpdateReport response : report says all 3 components got updated successfully

Bundle report says that all components got update successfully, there are no issues with device discovery as well as Device discovery is completed. Not sure why we got FWE-110 and PFWE-000.

12/9: There are 2 failures.  One is 110 and another is PFWE.  We need analysis of FWE-110.

12/9: Sharath : All 3 components in installset are installed successfully and there are no failures

AHS analysis:  iLO date and time(01/01/2001) was  incorrect, because of this iLO could not connect back to COM after FWU. COM could not get the firmware inventory(GetFirmwareInventory beginning retry 9/10) due to this and resulted in FWE-110.
Informational,117,76229,0x2A,Firmware Flash,0x04,DSE Firmware Upgrade Information, ,Engineering, ,01/01/2001 02:12:01,DSE : FIN : COMP 0 : name = HPE_MR416i-p_Gen11_52.32.3-6333_A.fwpkg ver = 52.32.3-6333 dirty flag = 1 status = 3
Informational,117,76230,0x2A,Firmware Flash,0x04,DSE Firmware Upgrade Information, ,Engineering, ,01/01/2001 02:12:01,DSE : FIN : COMP 1 : name = SC_U58_ME_06.01.04.204.0.fwpkg ver = 06.01.04.204.0 dirty flag = 1 status = 3
Informational,117,76231,0x2A,Firmware Flash,0x04,DSE Firmware Upgrade Information, ,Engineering, ,01/01/2001 02:12:01,DSE : FIN : COMP 2 : name = ilo6_171.fwpkg ver = 1.71 dirty flag = 1 status = 3

Informational,117,76247,0x0D,iLO,0x0C,iLO Event Log, ,Customer,01/01/2001 02:12:02:00,01/01/2001 02:12:01,1329: REST - Task Id 1 (UpdateService.SimpleUpdate) has changed state to completed.
Informational,117,76248,0x2A,Firmware Flash,0x04,DSE Firmware Upgrade Information, ,Engineering, ,01/01/2001 02:12:01,DSE : All are completed, Total:3 successfull :3 Failed:0

Caution,118,7535,0x0D,iLO,0x0C,iLO Event Log, ,Customer,01/01/2001 02:19:53:00,01/01/2001 02:19:53,1358: Connection to Compute Ops Management was not successful due to error in system time. ACTION: Configure the system time correctly and retry the connection to Compute Ops Management. Contact HPE support if the issue persists.

Informational,120,1659,0x0D,iLO,0x0C,iLO Event Log, ,Customer,01/01/2001 00:01:41:00,01/01/2001 00:01:41,1376: Compute Ops Management connection status is changed from 'Connection In Progress' to 'Not Connected'

Informational,124,1086,0x0D,iLO,0x0C,iLO Event Log, ,Customer,12/07/2025 20:42:16:00,12/07/2025 20:42:16,1462: Compute Ops Management connection status is changed from 'Connection In Progress' to 'Connected'

12/10: Collect AHS from customer and share for further analysis",Online,No retry,,,,,,ccprodeuc1,bfe66654cc4e11f0ba681a5757d7d5f2
12/8/2025,12/7/2025,12/8/2025,Sowmya,Ambika,FWE-110 ,P19879-B21+CZ23150DGZ,,,iLO 5 v2.78,,,,,,58d1c1d3-2fe2-4741-b3cc-7e347e0b19fe,,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/8/2025,12/7/2025,12/8/2025,Sowmya,Ambika,FWE-110 ,P19879-B21+CZ23150G99,,,iLO 5 v2.78,,,,,,9ab2ec6f-e9b3-4898-9b6e-df0a9bc5f976,,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/8/2025,12/7/2025,12/8/2025,Sowmya,Ambika,FWE-110,P19879-B21+CZ23150D9T,,,iLO 5 v2.78,,,,,,"e7bb05a5-45c5-48c5-bb94-c3182934a765

1/8: Map the defect",,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/8/2025,12/7/2025,12/8/2025,Sharath,Ambika,PFWE-000,863442-B21+CZ38287Q5C,,,,ProLiant BL460c Gen10,,,,,"50ae92cd-5cde-44c2-8130-b390da901cd0

{'message_id': 'PFWE-000', 'message_args': ['\n * Server cannot be updated because the selected baseline is not supported with the server model.\n']
",,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/8/2025,12/7/2025,12/8/2025,Sharath,Ambika,PFWE-000,863442-B21+CZ2929139H,,,,ProLiant BL460c Gen10,,,,,"bf6897d7-0059-40ce-9dae-f133f8270121
Same as row 1007",,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/8/2025,12/6/2025,12/8/2025,Sharath,Ambika,PFWE-000,863442-B21+CZ38309212,,,,ProLiant BL460c Gen10,,,,,"4c653c0e-cf18-4135-a743-3ac30a5d35c6
Same as row 1007",,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/8/2025,12/6/2025,12/8/2025,Sharath,Ambika,PFWE-000,863442-B21+CZ38266LBF,,,,ProLiant BL460c Gen10,,,,,"2eb770b0-2c52-446a-b1d0-a55723360225
Same as row 1007",,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/8/2025,12/6/2025,12/8/2025,Sharath,Ambika,PFWE-000,863442-B21+CZ292810TJ,,,,ProLiant BL460c Gen10,,,,,"237eaceb-b4ff-4f1c-bd98-7a470e6092cf
Same as row 1007",,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/8/2025,12/5/2025,12/8/2025,Prince,Ambika,PFWE-000,P52766-B21+CZUD3G01RW,,,,,,,,,"6d575595-096f-47f4-a9a4-36080e0ed26b
StateChangeReason: {'message_id': 'PFWE-000', 'message_args': [\""\\n * The server cannot be updated in its current power or POST state using the 'Power off after firmware update' option. Unselect the option to allow the firmware update to proceed.\\n\""]}",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/5/2025,12/8/2025,Prince,Ambika,PFWE-000,P53921-B21+CZ2D3F0SVH,,,,,,,,,"8ae960e4-7483-4892-a4b6-0bfdaa03c178

Same as above.",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/5/2025,12/8/2025,Prince,Ambika,PFWE-000,P53921-B21+CZ2D3F0SVK,,,,,,,,,"aca6073c-7e3a-49c1-b638-e9a3baaaf54d
Same as above,",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/5/2025,12/8/2025,Prince,Ambika,PFWE-000,P53921-B21+CZ2D3F0SVL,,,,,,,,,"e732ccdc-01c2-46a2-9c87-c5ceea5cf63c
Same as above.",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/5/2025,12/8/2025,Prince,Ambika,PFWE-000,P53921-B21+CZ2D3F0SVG,,,,,,,,,"fe673cf5-000d-4eb6-831a-9943ef46d321

StateChangeReason: {'message_id': 'PFWE-000', 'message_args': [\""\\n * The server cannot be updated in its current power or POST state using the 'Power off after firmware update' option. Unselect the option to allow the firmware update to proceed.\\n\""]}",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/5/2025,12/8/2025,Prince,Ambika,PFWE-000,P53921-B21+CZ2D3F0SVM,,,,,,,,,"b5a18e39-963c-45fc-a942-0b816072ee4b
same as above.",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/7/2025,12/8/2025,Prince,Ambika,PFWE-000,P53921-B21+CZ2D3F0SVL,,,,,,,,,"4e3dc1ef-e7ad-4a54-b108-3378c7a49756
Same as above.",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/7/2025,12/8/2025,Prince,Ambika,PFWE-000,P53921-B21+CZ2D3F0SVG,,,,,,,,,"52a3024f-a1a8-4054-9397-dc513e5d39f7
same as above.",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/7/2025,12/8/2025,Prince,Ambika,PFWE-000,P52766-B21+CZUD3G01RW,,,,,,,,,"cbe29d20-fbf6-44f6-bdeb-05aefc5d1135
Same as above.",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/7/2025,12/8/2025,Prince,Ambika,PFWE-000,P53921-B21+CZ2D3F0SVK,,,,,,,,,"d835197d-c8c3-400d-9e47-c330a87de088
Same as above.",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/7/2025,12/8/2025,Prince,Ambika,PFWE-000,P53921-B21+CZ2D3F0SVH,,,,,,,,,"d8dde8e2-c9db-441e-8f33-dfd845048802
Same as above.",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/7/2025,12/8/2025,Prince,Ambika,PFWE-000,P53921-B21+CZ2D3F0SVM,,,,,,,,,"ea4cf289-a4b0-4047-8060-a562098b50fe
Same as above.",,,,,,,,ccprodeuc1,04e26416c9e711f08324869bb6a01303
12/8/2025,12/6/2025,12/8/2025,Sowmya,Ambika,PFWE-000,P81967-B21+CZUD3K028W,,,,,,,,,00594538-6dda-4448-a280-1ece23c33e4a,,,,,,,,ccprodeuc1,12d27a6cd1b611f099fde2a830036491
12/8/2025,12/6/2025,12/8/2025,Sowmya,Ambika,PFWE-000,P52534-B21+CZ24150CCG,,,,,,,,,3ad5ca58-840d-4ec0-8dc0-16d5d7fb5e23,,,,,,,,ccprodeuc1,7aeda26cd41311efa02a823de0aae9f5/GEVES
12/8/2025,12/6/2025,12/8/2025,Sowmya,Ambika,PFWE-000,P52534-B21+CZ24150CCG,,,,,,,,,0d40adf0-8256-4c59-a824-4afecec862ff,,,,,,,,ccprodeuc1,7aeda26cd41311efa02a823de0aae9f5/GEVES
12/8/2025,12/5/2025,12/8/2025,Sowmya,Ambika,PFWE-000,P52564-421+CZ2D2L05TZ,,,,,,,,,1850e476-6af4-49bf-98a5-9a1e9da76a41,,,,,,,,ccprodeuc1,e29e308acf6b11f09680f65cccf13257
12/8/2025,12/5/2025,12/8/2025,Sowmya,Ambika,PFWE-000,P52561-421+CZ2415044H,,,,,,,,,94abb4d4-c9c9-4068-967f-db3d6e488e5f,,,,,,,,ccprodeuc1,70ef5326cb9511f0a491c694b0f2e6f8
12/9/2025,12/8/2025,12/9/2025,Prince,Ambika,FWE-102,P53921-B21+CZ234005J5,,2025.09.00.00 (30 Sep 2025),"iLO6 1.69, iLO 6 1.71",ProLiant DL385 Gen11,5.0.0.0,No,"Bmc, SUT, Reset",cp067471.exe->Intel FW for Windows Server x64 Editions->'1.3429.0' to '1.3815.0',"Job ID
d26229d9-03d3-4c1c-b264-6f168a05c5e0

Observations from Retry
     - Pre-retry observations
in attempt 1 all the bmc components got isntalled successfully along with some SUT components.

     - Post-retry observations
Intel FW for Windows Server x64 Editions got into exception in both the attempts.

AHS Log observations

12:35:36,fum: task pending 0:Intel i350 Driver for Windows Server 2022

12:35:52,429: Intel(R) Ethernet Network Adapter I350-T4 for OCP NIC 3.0 #2 Connectivity status changed to Link Failure for adapter in slot 22, port 3 ACTION: If the connection is lost, then check the physical connection from the server to its destination device such as interconnect ,blade, switch etc, including any cables. Refer to the NIC issues flowchart in the Troubleshooting Guide for more information.

SUT Information Logs, 12:35:57,cp067517.exe(Intel i350 Driver for Windows Server 2022) Installation Success (288fa154-1641-4977-ac8e-def12ea5c41f)

iLO Event Log, 12:36:01,184273: The update task ""Intel i350 Driver for Windows Server 2022"" has changed state to complete.

12:36:02,DSE : calling msg_BundleUpdateComponentInstallationStatus for Completed : msgindex = 9 message = cp067517.exe

12:37:15,cp067471.exe Installation Failed (23a8167d-7c4b-4ed1-98a5-d17ce246471c)
Informational,890,10808,0x39,Rest Server,0x01,Rest server operational detail, ,Engineering, ,12/08/2025 12:37:15,REST: Task-Update - Task status PATCH for TaskQueueId = a4cc8411 entry.

12:37:15,REST: Task-Update - Task status PATCH to Complete for TaskQueueId = a4cc8411, TaskName = Intel FW for Windows Server x64 Editions, TaskIndex = 1.

12:37:15,REST: Task-Update - Result.MessageId = UpdateFailed.

iLO Event Log, 12:37:16:00,12/08/2025 12:37:15,184277: The update task ""Intel FW for Windows Server x64 Editions"" has changed state to complete.

DSE Firmware Upgrade Information, 12:37:21,DSE :By RA: task complete, taskQueue name Intel FW for Windows Server x64 Editions, Result msg: UpdateFailed

12:37:21,DSE :Marked task status as exception - taskQueue name: Intel FW for Windows Server x64 Editions

If Type D - Static iSUT logs observations
      - Reset happened or not
OS and its version
Microsoft Windows Server 2022 Datacenter-10.0.20348

SUT components logs
The software is not supported for installation on this system.
 
HPE Intel e1r, ixn, ixt, ixs, i40ea, i40eb or icea Driver - x64 edition is required but is not currently installed and running. Please install or load driver and then retry setup.


Installation will not continue.
The installation procedure did not complete successfully.  An error occurred during the setup process.


The operation was not successful.
return code: -1

If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not
Existing defect. IRP-24776. required drivers were not installed. State: No change.

COM observations
     - Job step name and number
     - Error code / message
2025-12-08 12:38:04.730
[Step FirmwareUpdateGetBundleReport]:2557 STEP ERROR: Firmware update failed for 1/18 components for device: P53921-B21+CZ234005J5 at step 60 ErrorCode:FWE-102 Failed Component List:['cp067471.exe']

12/9: Satya will check why it failed.
Defect mapped. CCSE-114717",online,No retry,CCSE-114717,,,,,ccprodeuc1,"b2bb439804e711f0aff16a75fc18d41e
HybrIT Private Cloud Platform"
12/9/2025,12/8/2025,12/9/2025,Prince,Ambika,FWE-102,P53921-B21+CZ234005J7,,,,,,,,,"94fc857e-7cae-4d21-bac3-6aea2a9541b1
Same as above.",,,,,,,,ccprodeuc1,"b2bb439804e711f0aff16a75fc18d41e - slack
HybrIT Private Cloud Platform"
12/9/2025,12/8/2025,12/9/2025,Prince,Ambika,FWE-102,P53921-B21+CZ234005J7,,,,,,,,,"acb9c63e-b92d-481a-adcc-2e7ec412a194
Same as above.",,,,,,,,ccprodeuc1,"b2bb439804e711f0aff16a75fc18d41e - slack
HybrIT Private Cloud Platform"
12/9/2025,12/8/2025,12/9/2025,Sharath,Ambika,FWE-102,P53921-B21+CZ24070BF9,,SPP 2024.11.00.00 (22 Nov 2024,iLO 6 v1.58, ProLiant DL385 Gen11,,No,"Reset by BMC, update by UEFI","Mellanox Firmware Package (FWPKG) - Mellanox MCX631432AS-ADAI > 26_42_1000-MCX631432AS-ADA_Ax.pldm.fwpkg', > version  26.35.1012 to 26.42.1000
Firmware Package for Drives - MO000800KXPRV, MO001600 > 'SKHynix_PE81X0_KPE81X0AHPK2.fwpkg > version HPK0 to HPK2","1c3d3996-39bd-4d30-8f91-698131dd8d75
 ""HostOS"": {}
 ""Sut"": {}

Executing FirmwareUpdateMonitorStatus step number: 48
644 FirmwareUpdateMonitorStatus beginning retry 135/2400
Firmware update failed for 2/5 components

AHS file: ""d2cb3c74002d11f086027eb6a013e32a/P53921-B21+CZ24070BF9/UNCURATED/2025-12-08_05-06-02_P53921-B21+CZ24070BF9_FWUFailure.ahs

From AHS logs, it appears that server did not power on, failed with RC 37:
Informational,1060,15016,0x2A,Firmware Flash,0x02,Firmware Upgrade Information, ,Engineering, ,12/08/2025 03:18:38,fum: PRE FLASH INFO : update = 1 found = 0 len = 2048 fum_control = 0x102 flags = 0x10008202
Informational,1060,15024,0x2A,Firmware Flash,0x02,Firmware Upgrade Information, ,Engineering, ,12/08/2025 03:18:38,fum: This update requires system power ON : flags = 514 : pwr state = -1
Informational,1060,15025,0x2A,Firmware Flash,0x02,Firmware Upgrade Information, ,Engineering, ,12/08/2025 03:18:38,fum: Flash Completed with status : 37, flags: 0
Informational,1060,15026,0x2A,Firmware Flash,0x02,Firmware Upgrade Information, ,Engineering, ,12/08/2025 03:18:38,fum: Flash of Mellanox Firmware Package (FWPKG) - Mellanox MCX631432AS-ADA... 26.42.1000 rc 37
Informational,1060,15027,0x2A,Firmware Flash,0x05,Firmware Upgrade DLBUFF Information, ,Service, ,12/08/2025 03:18:38,src/fum.c(1218): DLBUF close : Success : closing handle = 3712
Caution,1060,15028,0x0D,iLO,0x0C,iLO Event Log, ,Customer,12/08/2025 03:18:39:00,12/08/2025 03:18:38,106923: Firmware update failed   with reason: this update requires system power ON

10/12: <ambika> Sharath I have tagged the existing the bug for this issue. Please add AHS from this server and share your failure analysis of the server in the Bug.
Done",Online,No retry,cSFE-90535,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/9/2025,12/8/2025,12/9/2025,Prince,Ambika,FWE-103,P19719-B21+CZ20430J4B,,,,,,,,,"7daadc57-c7f4-494c-8ecd-492f9c7e824e

12/19: Need help with customer name to raise GT check ticket

1/8: Get customer name from Karunakar",,,,,,,,ccprodeuc1,2e18cb0e992711f08ac406e6c883098d
12/9/2025,12/8/2025,12/9/2025,Prince,Ambika,PFWE-000,863442-B21+CZ292911L6,,,,,,,,,"2507549d-6496-498d-98d5-542153702c90

StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\\n * Server cannot be updated because the selected baseline is not supported with the server model.\\n']}

ProLiant BL460c Gen10 server expected",,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/9/2025,12/8/2025,12/9/2025,Prince,Ambika,PFWE-000,863442-B21+CZ38287HW2,,,,,,,,,"ca88be9c-591f-4c16-9280-c43be1099f2b

Same as above.",,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/9/2025,12/7/2025,12/9/2025,Prince,Ambika,PFWE-000,863442-B21+CZ29290LMK,,,,,,,,,"ca88be9c-591f-4c16-9280-c43be1099f2b
Same as above.",,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/9/2025,12/8/2025,12/9/2025,Prince,Ambika,PFWE-000,P19879-B21+CZ23150DG3,,,iLO 5 v2.78,ProLiant XL220n Gen10 Plus,,,,,"12516bd0-6f29-4f13-8e4f-181e0cdc7f1c

StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\\n\\n Unable to update firmware because server is stuck at POST state. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']}

{'DeviceDiscovery': 'DataIncomplete', 'AMSDeviceDiscovery': 'NoAMS', 'SmartArrayDiscovery': 'Initial'}",,,,,,,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/9/2025,12/7/2025,12/9/2025,Sharath,Ambika,PFWE-000,P38477-B21+CZJ2100VJW,,"""bundle_id"": ""f7ea5fc475694df5b14494b28cb11262""",iLO 5 v3.16,ProLiant DL325 Gen10 Plus v2,Not available,Not available,,,"75bb6af0-ef43-4c34-873b-6d1c233a49c5
Microsoft Windows Server 2022 Standard


{'message_id': 'PFWE-000', 'message_args': ['\n\n Unable to update firmware because server is stuck at POST state. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\n']} Error:: JobErrorException : PFWE-000 

'DeviceDiscoveryComplete': {'DeviceDiscovery': 'DataIncomplete', 'AMSDeviceDiscovery': 'NoAMS', 'SmartArrayDiscovery': 'Initial', 'ServerFirmwareInventoryComplete': False}

Slim AHS not available for further analysis",,No,,,,,,ccprodeuc1,"b0041694439211ec91d6c6add206a247
DreamCompany"
